ts_index,bias,mad,mape,mse,sae,f1,recall,model_name
0,-5.7799072172826716e-05,0.10203779755114525,0.05823691264195033,0.021354783528109753,149.0772222222232,0.380952380952381,0.4444444444444444,naive_predictor
1,2.328700486448923,826.5969423210563,0.07493378644707317,35418672.690062545,1189473.0,0.5384615384615384,0.3684210526315789,naive_predictor
2,-0.13309859154929576,66.88239436619719,0.38896939882054204,25798.283802816903,94973.0,0.6666666666666666,0.6666666666666666,naive_predictor
3,-8.577435178696566,4180.5704274702175,0.19280913127318314,54694866.91660827,5965674.0,0.45454545454545453,0.5,naive_predictor
4,-9.848657692600273e-05,0.037457981595558826,0.12653350198493085,0.0023283056221005535,54.72611111111144,0.0,0.0,naive_predictor
5,-0.0006207615778931604,0.01148765246751043,18.832113272730503,0.0007300799186101352,16.392880071137384,0.1923076923076923,0.10638297872340426,naive_predictor
6,-0.0006139108263926972,0.06479795892939229,0.09067792785583162,0.009276960372384771,92.01310167973705,0.2727272727272727,0.3157894736842105,naive_predictor
7,-2.3625929917802884,650.2125573654866,0.018896704496794047,904779.4905705708,949960.5463109759,0.6666666666666666,0.7777777777777778,naive_predictor
8,-1.1693268563497572,108.03400416377515,0.21354686506683287,24211.897987508673,155677.0,0.03149606299212599,0.01834862385321101,naive_predictor
9,-10.074947952810549,1349.0534351145038,0.41393123139297616,5757501.535045108,1943986.0,0.10256410256410256,0.6666666666666666,naive_predictor
10,0.010067517913765913,0.8850093007064194,0.024037541426521675,1.4295737736583112,1292.9985883320787,0.23076923076923075,0.1875,naive_predictor
11,-0.9598591549295775,58.004929577464786,0.6567358792462643,82300.5866197183,82367.0,0.42857142857142855,0.6,naive_predictor
12,-26.683098591549296,1039.581690140845,0.26614355361443254,15069654.842253521,1476206.0,0.5777777777777777,0.4126984126984127,naive_predictor
13,-0.001388888888888889,37.61527777777778,393057.981014637,3654.9583333333335,54166.0,0.6666666666666666,1.0,naive_predictor
14,-27.01331464611072,2272.002803083392,0.220233164539497,11901558.881569726,3242148.0,0.3,0.42857142857142855,naive_predictor
15,-9.848657692600273e-05,0.037457981595558826,0.12653350198493085,0.0023283056221005535,54.72611111111144,0.0,0.0,naive_predictor
16,-1.0021082220660575,40.20660576247365,38651.57776560331,10064.220660576248,57214.0,0.041666666666666664,0.03278688524590164,naive_predictor
17,-0.34688156972669937,87.60546601261387,0.23986511662245028,16042.296426068675,125013.0,0.4,1.0,naive_predictor
18,-0.03205574912891986,47.186062717770035,38328.16503779084,12425.17630662021,67712.0,0.21428571428571425,1.0,naive_predictor
19,-0.0723314606741573,13.549859550561798,273174.8932037494,798.188904494382,19295.0,0.31111111111111106,0.18502202643171806,naive_predictor
20,-2.731039325842697,346.1313202247191,0.30280166843182854,439445.2745786517,492891.0,0.21011673151750973,0.11894273127753303,naive_predictor
21,-0.0001884173701422307,0.10376888321960169,0.02158803429390403,0.040627210473056424,151.60633838383808,0.2857142857142857,0.4,naive_predictor
22,-24.186935371785964,670.3217512161223,0.03557812389319182,45200292.485754,964593.0,0.7407407407407406,0.625,naive_predictor
23,-1.75,279.5997191011236,0.2709000769004362,291579.8735955056,398150.0,0.24242424242424243,0.23529411764705882,naive_predictor
24,0.014593467685892982,15.38498957609451,0.600201427615429,1445.4878387769284,22139.0,0.5714285714285715,1.0,naive_predictor
25,-0.00027910867746598205,0.1811890638071336,0.09614054526645495,2.725878870145338,264.7172222222222,0.8571428571428571,1.0,naive_predictor
26,-1.5515066573230554,197.7196916608269,0.24657230396535107,79015.13805185704,282146.0,0.28571428571428575,0.5,naive_predictor
27,0.320361362056984,596.4760250173732,0.1849264591440913,8211076.710910355,858329.0,0.8,1.0,naive_predictor
28,-0.6106870229007634,44.94656488549618,403887.07960475195,4990.817487855656,64768.0,0.07692307692307691,0.08333333333333333,naive_predictor
29,-117.04302567661347,5532.397640527412,0.1345772293034546,106196432.89451769,7972185.0,0.38095238095238093,0.5714285714285714,naive_predictor
30,-9.448922863099375,820.3690062543433,0.09046435699857804,1173320.8179291175,1180511.0,0.14285714285714285,0.14285714285714285,naive_predictor
31,-0.006183224129807506,1.6660859751279495,0.12009300262588374,4.600004533150645,2397.4977182091193,0.0,0.0,naive_predictor
32,-0.0002857612628201265,0.2115336159463858,53276.43763753591,0.10766993697197712,301.012335491707,0.0,0.0,naive_predictor
33,2.3916666666666684e-05,0.018308193055555526,0.011210346281219067,0.0025873368910999976,26.363797999999957,0.2916666666666667,0.21875,naive_predictor
34,-0.2397212543554007,4.294076655052264,369338.78309828456,131.62508710801393,6162.0,0.7536231884057971,0.6046511627906976,naive_predictor
35,-0.0539593552908199,19.825508058864752,59565.89736714691,734.5487035739313,28291.0,0.0,0.0,naive_predictor
36,0.014593467685892982,15.38498957609451,0.600201427615429,1445.4878387769284,22139.0,0.7499999999999999,1.0,naive_predictor
37,-0.4316748423265592,62.999299229152065,10511.894760819094,9213.578135949545,89900.0,0.01941747572815534,0.0125,naive_predictor
38,7.742182070882557,523.404447533009,0.2720796875668732,3045739.490618485,753179.0,0.0,0.0,naive_predictor
39,-48.97687456201822,4625.451997196917,0.20549966351862933,48903752.896986686,6600520.0,0.42857142857142855,0.6,naive_predictor
40,-0.0006939625260235947,6.655794587092297,71478.87328996116,75.7175572519084,9591.0,0.0,0.0,naive_predictor
41,-0.14606741573033707,28.721910112359552,3535816.1086855205,15624.842696629214,40900.0,0.56,0.6666666666666666,naive_predictor
42,-0.9082696316886727,279.2765809589993,0.41163824894614215,320074.7581653926,401879.0,0.17391304347826084,1.0,naive_predictor
43,-7.862560003207752e-05,0.04933466520199961,4729.463101985911,0.004985673127800253,70.05522458683944,0.17391304347826084,1.0,naive_predictor
44,0.010067517913765913,0.8850093007064194,0.024037541426521675,1.4295737736583112,1292.9985883320787,0.29629629629629634,0.23529411764705882,naive_predictor
45,0.0003727144866385374,0.04090717299578041,0.11392753749188596,0.01843241912798865,58.16999999999974,0.10810810810810813,0.06060606060606061,naive_predictor
46,-0.0030223440991561496,0.09718264673145413,58.18941701163628,0.10858507630017741,72.01234122800751,0.6666666666666665,0.8571428571428571,naive_predictor
47,-168.36510161177296,36754.02312543798,0.24634330265517032,3123007631.829713,52447991.0,0.3333333333333333,0.3333333333333333,naive_predictor
48,-12.51927119831815,1755.6587245970568,0.30820652550611394,5845571.55360897,2505325.0,0.3157894736842105,0.3,naive_predictor
49,-20.477446217904234,1103.3712699514226,0.15378026649823842,2952755.258848022,1589958.0,0.06451612903225806,0.036585365853658534,naive_predictor
50,7.60514107536679e-06,0.007440911016886425,9.903409275288404,0.0017447285997056383,10.871170995671067,0.3076923076923077,0.25,naive_predictor
51,-2.144544822793607,846.6643502432245,0.08937756363564539,1501241.573314802,1218350.0,0.6363636363636365,0.5833333333333334,naive_predictor
52,-0.15555555555555556,10.644444444444444,335417.2606255585,1406.3166666666666,15328.0,0.6197183098591549,0.5,naive_predictor
53,-0.0034737525408913136,0.31025899828027675,0.03332002722031316,0.18554648172912216,446.4626985253183,0.0625,0.07692307692307693,naive_predictor
54,-0.15288394718554552,13.37595552466991,0.12715251966670713,310.39332870048645,19248.0,0.35294117647058826,0.375,naive_predictor
55,-0.0076811924861206705,0.1716936649174854,0.05606081171667257,0.08822961674314506,250.84444444444617,0.7142857142857142,0.6666666666666666,naive_predictor
56,-1.2242466713384723,114.62158374211633,0.27222129917909355,28948.475823405748,163565.0,0.37499999999999994,0.6,naive_predictor
57,-4.6774420238931835,105.10330288123683,116656.73016085636,514482.0126493324,149562.0,0.7142857142857143,0.6521739130434783,naive_predictor
58,-0.011946591707659873,69.8756148981026,0.7321922590095294,263910.06394940265,99433.0,0.5263157894736842,1.0,naive_predictor
59,-5298.813547486034,288161.8959497207,0.15146612314640956,280509674290.9127,412647835.0,0.47619047619047616,0.45454545454545453,naive_predictor
60,0.0027177163878205008,1.2806674907453524,18115.715889421062,2.928914849864073,948.9746106423062,0.25,0.25,naive_predictor
61,-0.00906555090655509,23.25174337517434,232915.85693763572,3725.4804741980474,33343.0,0.08421052631578949,0.11764705882352941,naive_predictor
62,-0.4627177700348432,5.181881533101046,703833.3109636891,290.44878048780487,7436.0,0.6129032258064516,0.4418604651162791,naive_predictor
63,-0.21742160278745645,85.27665505226481,9059.70572186413,27487.17770034843,122372.0,0.0,0.0,naive_predictor
64,-2.0507296733842946,869.2390548992356,0.08902180773555463,1571564.082696317,1250835.0,0.5,0.5,naive_predictor
65,-6.122138565667308e-05,0.10098980911095923,0.08566646659231442,0.1125520947938615,147.54611111111143,0.5185185185185185,0.4375,naive_predictor
66,-1.4190609670637702,30.47021723896286,23125.97044975164,11031.508759635599,43481.0,0.16666666666666666,0.125,naive_predictor
0,0.00010040637530195693,0.07922574375212398,0.04456639317406194,0.014937694418000764,115.74881162185312,0.6153846153846153,0.8888888888888888,ar5_predictor
1,-0.5357250465647773,1049.1315336933917,0.1345938031508903,21642291.510157112,1509700.2769847908,0.42857142857142855,0.3157894736842105,ar5_predictor
2,-0.012098514123513497,63.59430828838197,125495.44236874138,18235.376161401236,90303.9177695024,0.7142857142857143,0.8333333333333334,ar5_predictor
3,5.453230098418333,3813.1303761175727,4.822309844661572,43887472.34654267,5441337.0467197765,0.41666666666666663,0.5,ar5_predictor
4,6.829594538580051e-05,0.031864470072481464,0.10901416785722695,0.0017270298647524755,46.553990775895414,0.125,0.3333333333333333,ar5_predictor
5,-0.0004938636634793469,0.011476441292546366,139.7840073709769,0.0007440529576891646,16.376881724463665,0.18867924528301885,0.10638297872340426,ar5_predictor
6,6.269077891597372e-05,0.05636281162529468,577.6232004117294,0.007223740894802085,80.03519250791845,0.5652173913043478,0.6842105263157895,ar5_predictor
7,-1.3699241394063626,423.51075980571375,0.012346339596303636,559963.9517409542,618749.2200761478,0.4444444444444444,0.6666666666666666,ar5_predictor
8,-0.33273726115980423,99.66807913818904,591204.694945398,20915.805252290676,143621.7020381304,0.03305785123966942,0.01834862385321101,ar5_predictor
9,-3.559820962991604,1303.1228286097275,4115640.394724841,5256357.50670155,1877799.9960266172,0.1212121212121212,0.6666666666666666,ar5_predictor
10,-0.0029952871226327058,0.835186399487337,0.02293029925198716,1.2961304053386788,1220.2073296509993,0.3076923076923077,0.25,ar5_predictor
11,-0.7030889223863154,63.87938831891082,79379.17372443236,70262.67447393773,90708.73141285336,0.5714285714285714,0.8,ar5_predictor
12,-23.930631035558644,1072.3026691643352,0.3692178422390797,13014506.192638459,1522669.7902133558,0.5393258426966292,0.38095238095238093,ar5_predictor
13,0.009294153911201093,22.278543881722747,438985.08139161975,1320.991768329436,32081.103189680754,0.5,1.0,ar5_predictor
14,-2.138979427218827,1739.6649125308163,16040668.46949217,8338980.933608796,2482501.830181475,0.36363636363636365,0.5714285714285714,ar5_predictor
15,6.829594538580051e-05,0.031864470072481464,0.10901416785722695,0.0017270298647524755,46.553990775895414,0.125,0.3333333333333333,ar5_predictor
16,-0.6484311008702025,41.359991581506904,74046.812559805,9800.089157705997,58855.26802048432,0.042553191489361694,0.03278688524590164,ar5_predictor
17,0.2772258831723887,70.2184881113213,435370.396025353,11951.537708898333,100201.7825348555,0.2857142857142857,1.0,ar5_predictor
18,-0.0011994061078048133,43.167490584058264,107718.61611361726,8563.119097736328,61945.34898812361,0.3,1.0,ar5_predictor
19,-0.04352371084539913,13.712988893280732,485433.4918666067,761.3323977579965,19527.296184031762,0.2792452830188679,0.16299559471365638,ar5_predictor
20,-1.0915025166510564,344.094697075441,1232596.0428103402,413302.5529657887,489990.84863542794,0.23846153846153847,0.13656387665198239,ar5_predictor
21,-5.4636659834897485e-05,0.1029176713170692,0.02125136964479264,0.03602058582207341,150.3627177942381,0.2857142857142857,0.4,ar5_predictor
22,-36.2522591177348,1037.936912402715,0.08621734881394785,33347936.958675884,1493591.2169475069,0.5714285714285715,0.5,ar5_predictor
23,-0.18141512313417715,200.31447270714406,0.8002693794090885,169189.39421175566,285247.80913497315,0.2580645161290323,0.23529411764705882,ar5_predictor
24,0.004128674295969444,12.879510502442997,0.6263615053042908,898.6678903477465,18533.615613015474,0.5,0.5,ar5_predictor
25,0.0006737173954680426,0.22580069787609391,0.13615082054246475,1.3796188505708553,329.8948195969732,0.6666666666666666,0.6666666666666666,ar5_predictor
26,0.08129594919423554,152.07791332503922,1095539.7699270388,51169.82851699614,217015.18231483098,0.26666666666666666,0.5,ar5_predictor
27,0.6202341923801243,676.922964429645,0.23484298001661533,5152216.191975512,974092.1458142593,0.8,1.0,ar5_predictor
28,-0.5691163899500767,44.60986403129123,836929.0334073562,4520.445859170101,64282.814069090666,0.0425531914893617,0.041666666666666664,ar5_predictor
29,-14.820409785618724,5303.07165455992,8.23669603167995,106872528.92117405,7641726.254220844,0.5,0.7142857142857143,ar5_predictor
30,-5.867237194384438,749.7814556388513,0.08278180425778464,1017350.0051782354,1078935.514664307,0.4444444444444444,0.5714285714285714,ar5_predictor
31,0.0015104912931070053,1.3327473779294077,0.09688027073962317,2.8617188765758312,1917.8234768404177,0.22222222222222224,0.25,ar5_predictor
32,0.0006109201229721341,0.16552944528419547,56554.90549089585,0.059194083798100545,235.54840063941015,0.0,0.0,ar5_predictor
33,0.00012221396727312613,0.01986001316058689,0.012271645430102125,0.0022776321050383573,28.598418951245122,0.25,0.1875,ar5_predictor
34,-0.3103500319839265,4.1818073450371855,429500.06486193347,127.11540761725193,6000.893540128361,0.7536231884057971,0.6046511627906976,ar5_predictor
35,-0.00851112154079748,18.84976076685309,97836.53167887959,611.1703076381465,26898.60861429936,0.0,0.0,ar5_predictor
36,0.004128674295969444,12.879510502442997,0.6263615053042908,898.6678903477465,18533.615613015474,0.8,0.6666666666666666,ar5_predictor
37,-0.18235405881545902,64.48688506604073,419908.88683550234,8470.020089923704,92022.78498924013,0.01886792452830189,0.0125,ar5_predictor
38,0.7967980535582118,551.2550746058228,0.489478439025993,2375308.212270483,793256.0523577789,0.0,0.0,ar5_predictor
39,-9.139096243668298,4148.987952426909,0.9953528674822554,44148107.87927126,5920605.808113199,0.42857142857142855,0.6,ar5_predictor
40,0.02337520736912514,5.136297166160879,116220.85141824439,43.37831004381787,7401.404216437826,0.0,0.0,ar5_predictor
41,-0.0993494626741667,31.17842839977825,5390236.672179614,13948.974044375109,44398.08204128423,0.5306122448979592,0.6190476190476191,ar5_predictor
