ts_index,periodicity,trend_score,seasonality_score,nonlinearity,skew,kurtosis,hurst,lyapunov
0,37.0,-1.7595922221049936,-0.028314727334321832,1.003515474586123,0.015144490508173014,-0.6125536428503469,0.14571552280664682,0.0355415008031583
1,25.0,-0.15476361740534816,-6.466465975251276,1.0011741296362844,-0.009091946084138236,-0.8597277347010266,0.27125659503620153,3.228474812332385e-05
2,13.0,-0.07868850867195465,-8.255713559381993,1.0129571132323298,0.0003116652498095729,-0.8854700048221247,0.257712524420753,0.0005515502533327152
3,37.0,-0.5599396843736977,-0.28117242767110806,0.9500109754594399,0.025209198990657624,-0.3993099893716612,0.1426095189100582,0.006290327772801748
4,37.0,-0.7995677373926873,-0.2472811022337036,1.0004140809500162,0.0039233141247543984,-0.5198366507584211,0.12526490758539227,-0.001121564702421272
5,37.0,-0.09984695154048584,-4.4379072950479515,1.0130056516214239,0.014123564552722961,-0.7984444423742931,0.25478300208374155,0.0030632988481717575
6,25.0,-0.0442130163832426,-19.275413656830928,1.0229230131383553,-0.0010333816781532257,-1.097519984249964,0.3407718137295716,0.00038283660553640314
7,37.0,-0.9938126949965909,-0.16699967551025763,1.0426231098794447,0.018388953525749444,-0.47169395896975663,0.1597445593935746,0.0014412767841521753
8,13.0,-0.9427453222258373,-0.5016062755682755,0.9706372136793292,-0.0358081238815844,-0.4081806618565036,0.1470555867049522,0.0031816398396210172
9,25.0,-0.048904247442631776,-21.7030278188419,1.010819045414799,-0.004092005851390447,-1.0584690244594814,0.3561654620795258,0.0005236516192560676
10,37.0,-0.8049442095605879,-0.04569946281132764,0.9620253638712873,-0.030876926960360415,-0.5175480452535073,0.16010923023751544,6.935282949282745e-05
11,25.0,-0.33438518453033583,-2.9339958246896902,1.064714314503261,-0.006746851209128891,-0.5574599483226312,0.24562466834060753,-0.002487772161310251
12,37.0,-0.08628758729272801,-6.2344697905839075,1.0301050688108686,-0.0012431158363700825,-0.8183232907294484,0.26188602084461066,0.0013630405648962808
13,37.0,-0.10302134735626844,-5.994226446217564,0.9716848915941501,0.011747390970874313,-0.8364797472605985,0.2452601229292744,-5.0866075779800895e-05
14,37.0,-0.05788546461681787,-9.911060515424186,0.9893021279867509,-0.006806907977671456,-0.9874733936317646,0.2983846449459881,0.0011976764712270322
15,25.0,-0.011372481896911868,-65.03805545905375,0.990762758351969,0.0040220655307426825,-1.179724053602392,0.4360008200208733,0.00014033460803883753
16,25.0,-1.2528640009495384,-0.7073853026070951,1.0422105863302795,-0.042811587749427865,-0.1676173164232555,0.22100367398815532,0.010990231770735553
17,25.0,-0.42927858380754813,-2.019094811912073,0.9633321056186893,0.054119566671600144,-0.41545608125618605,0.25056477557950885,0.0015416671611024465
18,25.0,-6.0110786519502595,-0.07463364408217132,1.0398122711738718,-0.10208313472423301,0.08768679885894892,0.19507081128959156,0.04410458147107021
19,37.0,-1.1721766872121409,-0.09480847431605821,1.0298874097628947,-0.010304028168430667,-0.1314616518700955,0.2046346668393821,0.029027228181826664
20,25.0,-0.11650573853326907,-8.607658884002387,1.010190932936736,-0.006007828995489251,-0.8344286244542927,0.30088217947154483,0.0010346043662091526
21,37.0,-0.43010850247069166,-0.7489463468233142,0.9668760910065081,-0.02693076929101713,-0.4443284607038289,0.16949717920488797,0.0033121051928833873
22,25.0,-2.6189953944101476,-0.24378102670062685,0.9642009014488981,0.010939954459658485,-0.3764153271999571,0.16585692505572613,0.0006158390099098372
23,25.0,-0.020623906631990874,-54.87153782174424,0.9539908538003091,-0.002893758817368391,-1.1196554359742392,0.43440233863537964,0.00044670479786955165
24,37.0,-0.07826327135437827,-6.575334975502992,0.9879372820719637,0.006714149202806104,-0.8295568099762747,0.2779465733074513,0.001516266847919704
25,25.0,-0.07115172099845557,-12.04605408508692,1.0027113525682614,-0.008650304116756402,-1.0412364113659014,0.3282190646675278,0.0005116078525922303
26,25.0,-2.848015080372348,-0.295453164267494,1.047546630301811,0.06694054360174193,-0.22441457141091004,0.20730263698964013,-0.0034822161151944666
27,25.0,-5.811767532696027,-0.08585777627876512,0.9654393915419887,0.10808326434330355,-0.29816326043545205,0.17597644458192474,0.029614602728114604
28,25.0,-0.045049353662125924,-23.999968731914553,0.9995276833230737,0.0036245994100569685,-1.0356227943387524,0.36098924362965734,-2.6930516688808754e-05
29,25.0,-2.7926871308363066,-0.26625402058167635,0.9562377349528056,0.09434122408251555,-0.23993908861576818,0.17730376095629546,-8.860453827076969e-05
30,37.0,-0.31630041151342003,-1.1247611871030578,1.0302516730733373,0.026645527790797145,-0.29669789760993037,0.21945102655540338,0.0017315603692432155
31,25.0,-6.445276795205057,-0.05035407685201676,0.9814868904385247,0.07238148504962064,-0.4541918265548164,0.16097167212453298,0.001378986483714548
32,25.0,-0.18323351187225057,-4.894997859275634,1.0050981368493879,-0.0026745567742695996,-0.8763140349274288,0.2350313351672562,0.0005536403194548509
33,25.0,-4.503200068899516,-0.15866487266852825,0.9959173673124704,0.012163896026815064,-0.6059290774100834,0.1744624664508887,0.020010482363772883
34,25.0,-0.12737112854285448,-7.994266139794503,0.9913231607663587,0.0067131009848080585,-0.9116498901814492,0.24776120399936455,0.00016816831909889995
35,25.0,-2.8133870373968093,-0.3254434788305607,1.0056548076090763,0.005828538238851312,-0.509845548627093,0.13212726043474504,-0.0004140521680879402
36,37.0,-1.6162752121372534,-0.13310407951043213,1.073136693374182,-0.04536191766850419,-0.42160996370644277,0.17242508829167408,0.028118408211293463
37,25.0,-0.10179785341069159,-10.07545014578573,0.9892546689841316,0.0007752452899725457,-0.889997845056508,0.2778068783723364,0.001163998817050858
38,25.0,-0.09061488002556928,-9.705798134570248,0.9761077505544017,0.0038921854374893337,-1.025573021983028,0.28477927663677566,0.00014301328600075527
39,25.0,-1.281951142853361,-0.6624365062314719,0.9418790932962551,-0.03267642922866165,-0.3417946720478775,0.15085287312149434,0.024224673519185398
40,25.0,-0.0008756200751356413,-498.89453928590467,1.001016146507376,0.0016948168173134472,-1.2020682003960292,0.6341735688312918,-4.3929356472799533e-05
41,49.0,-0.14907611560794387,-6.873358033750019,1.044408703846529,0.0021659210193964045,-0.8844315442085886,0.2673129077945703,0.0001509488835507818
42,37.0,-0.05163798422156285,-10.188113293297201,0.9960907869336224,-0.0009016207633883679,-0.9227858095522734,0.30595467464004267,0.0008575635645448647
43,25.0,-0.8298352518092234,-1.1999431302097303,0.9933927486611362,0.0018728930032021881,-0.40249297585254995,0.1890606539069716,7.462830757487508e-05
44,37.0,-0.15528925257000958,-3.3521854366999237,0.9910926603220443,-0.006120928228255799,-0.7370428917846779,0.22389844266389006,0.0014336280624133613
45,25.0,-0.12174631228676591,-7.054188566170623,1.0128697233000075,0.005275811575063603,-0.9280928695179878,0.2611881687000881,0.0005801886663796732
46,37.0,-1.3319637164239433,-0.12942833064429582,1.0125708410764114,0.06749224717131028,-0.5776298572710115,0.12449555960485907,0.025897569734542082
47,37.0,-0.0798125988244558,-6.750748640546311,1.017381452562978,0.008743415893740761,-0.9534909424043305,0.25641147793452246,0.00018408509465785982
48,37.0,-0.1560019428152304,-2.4805659648598892,0.9987712074406067,0.011803209082861909,-0.639346484688994,0.21602292857041855,0.002055497823284022
49,13.0,-0.3312844672200863,-2.1609546409368288,0.9535856664841684,-0.026649204989847717,-0.38724061961763123,0.229878963326836,0.0008126116449920655
50,25.0,-0.05889681865746832,-17.64771893232656,1.0226796596852485,0.0014112750213460938,-1.0033951818380458,0.32436349909440165,0.0007000926948683327
51,25.0,-3.0091152406324095,-0.2379483157987623,0.9523366496638864,0.045342055964152105,-0.28047939824638846,0.19675944480211574,-7.883592236538306e-05
52,37.0,-0.018503655503672833,-30.269643739095862,1.0718359337721697,0.006508437189268975,-1.1462775281159168,0.36926578289178796,-0.00015791463920295233
53,37.0,-0.06946093380911078,-6.546637381928752,0.9816609139333504,-0.0016742920178244045,-0.9459271699053309,0.24616807702014123,0.00030824923402315217
54,25.0,-3.4209972658877126,-0.15468029090417046,1.0257779292518285,-0.001055561662176579,-0.3363511691178709,0.15759303675612296,0.03143662507835233
