ts_index,bias,mad,mape,mse,sae,f1,recall,model_name
0,-2.839784959106808,305.70642697943197,0.7190863437106104,268643.88837887667,434408.83273777284,0.5,0.5,naive_predictor
1,-40.884115255918026,614.6477164568513,0.07074599440835976,24345967.446664646,873414.4050851858,0.5,0.5,naive_predictor
2,-6.545467381472807,545.3873858914209,8.67154106992807,593612.3234441071,774995.475351709,0.5,0.5,naive_predictor
3,-3.4984719368485186,602.7533933771696,1.2661984540534763,600508.8315118595,856512.5719889579,0.4444444444444445,0.5,naive_predictor
4,-7.024562337210439,673.6777918502416,0.5250852312571408,1825271.6887805897,957296.1422191934,0.4,0.3333333333333333,naive_predictor
5,-2.834527064232847,567.1868501043849,0.8953706177839335,713055.1338239444,805972.513998331,0.4,0.3333333333333333,naive_predictor
6,-13.299889526293875,373.68990779208224,0.13650943332289414,476415.6658598915,531013.3589725489,0.6666666666666666,1.0,naive_predictor
7,-40.40795657484471,345.1596158378692,0.02993959450203374,2943297.623784067,490471.8141056121,0.6666666666666666,1.0,naive_predictor
8,-3.94490470083198,384.26558898521074,0.47924416024668287,309912.00507631793,546041.4019479845,0.4,0.3333333333333333,naive_predictor
9,-22.244414528368722,403.30311224631043,0.09120938449096322,2869326.6192283365,573093.7225020071,0.4,0.3333333333333333,naive_predictor
10,-13.907856778480928,636.813271697369,0.18024479693851206,1764303.35971072,904911.6590819614,0.6666666666666666,1.0,naive_predictor
11,-1.9100159017466103,531.6120866760297,5.040433577363783,447738.8220773101,755420.7751666381,0.2857142857142857,1.0,naive_predictor
12,-21.230433171285068,354.0556732537939,0.044201038821752366,6622859.429836376,503113.1116936411,0.5,0.5,naive_predictor
13,-1.17871405294608,214.06734035420334,1.0247660981524866,72540.82891713298,304189.69064332295,0.2857142857142857,1.0,naive_predictor
14,-23.86265109572235,531.0150417718493,0.07243093255943449,2368348.7567484053,754572.3743577978,0.5,0.5,naive_predictor
15,-10.113558284607755,548.8033731670669,0.24851545829817437,1000900.9765584177,779849.5932704019,0.4,0.3333333333333333,naive_predictor
16,-3.2245322297039443,584.804216621266,1.672276869361019,586390.5204621684,831006.7918188191,0.375,0.3333333333333333,naive_predictor
17,-1.9331180709222435,323.3339557173109,0.9558337657674144,180896.4657326425,459457.5510742988,0.2857142857142857,1.0,naive_predictor
